title	revenue	budget	genres	release_date	runtime	vote_average	vote_count
The SpongeBob Movie: Sponge Out of Water	311594032	74000000	[{"id": 16, "name": "Animation"}, {"id": 12, "name": "Adventure"}, {"id": 35, "name": "Comedy"}, {"id": 10751, "name": "Family"}]	2015-02-05	93	5.8	719
Ransom	309492681	80000000	[{"id": 28, "name": "Action"}, {"id": 53, "name": "Thriller"}]	1996-11-08	117	6.4	470
Inglourious Basterds	319131050	70000000	[{"id": 18, "name": "Drama"}, {"id": 28, "name": "Action"}, {"id": 53, "name": "Thriller"}, {"id": 10752, "name": "War"}]	2009-08-18	153	7.9	6430
Hook	300854823	70000000	[{"id": 12, "name": "Adventure"}, {"id": 14, "name": "Fantasy"}, {"id": 35, "name": "Comedy"}, {"id": 10751, "name": "Family"}]	1991-12-11	144	6.6	1532
Die Hard 2	240031094	70000000	[{"id": 28, "name": "Action"}, {"id": 53, "name": "Thriller"}]	1990-07-02	124	6.6	1896
S.W.A.T.	116643346	80000000	[{"id": 28, "name": "Action"}, {"id": 53, "name": "Thriller"}, {"id": 80, "name": "Crime"}]	2003-08-08	117	5.8	770
Vanilla Sky	203388341	68000000	[{"id": 18, "name": "Drama"}, {"id": 9648, "name": "Mystery"}, {"id": 10749, "name": "Romance"}, {"id": 878, "name": "Science Fiction"}, {"id": 53, "name": "Thriller"}]	2001-12-10	136	6.5	1078
Lady in the Water	42285169	75000000	[{"id": 18, "name": "Drama"}, {"id": 53, "name": "Thriller"}, {"id": 14, "name": "Fantasy"}, {"id": 9648, "name": "Mystery"}]	2006-07-21	110	5.3	409
AVP: Alien vs. Predator	171183863	70000000	[{"id": 12, "name": "Adventure"}, {"id": 878, "name": "Science Fiction"}, {"id": 28, "name": "Action"}]	2004-08-12	101	5.5	1217
Alvin and the Chipmunks: The Squeakquel	443140005	75000000	[{"id": 35, "name": "Comedy"}, {"id": 10751, "name": "Family"}, {"id": 16, "name": "Animation"}, {"id": 14, "name": "Fantasy"}, {"id": 10402, "name": "Music"}]	2009-12-21	88	5.4	666
We Were Soldiers	114660784	75000000	[{"id": 28, "name": "Action"}, {"id": 36, "name": "History"}, {"id": 10752, "name": "War"}]	2002-03-01	138	6.7	521
Olympus Has Fallen	161025640	70000000	[{"id": 28, "name": "Action"}, {"id": 53, "name": "Thriller"}]	2013-03-20	120	6.2	2981
Star Trek: Insurrection	118000000	70000000	[{"id": 878, "name": "Science Fiction"}, {"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 53, "name": "Thriller"}]	1998-12-10	103	6.3	391
Battle: Los Angeles	202466756	70000000	[{"id": 28, "name": "Action"}, {"id": 878, "name": "Science Fiction"}]	2011-03-08	116	5.5	1448
Big Fish	122919055	70000000	[{"id": 12, "name": "Adventure"}, {"id": 14, "name": "Fantasy"}, {"id": 18, "name": "Drama"}]	2003-12-25	125	7.6	1994
Wolf	0	0	[{"id": 14, "name": "Fantasy"}]	1994-06-17	125	6	216
War Horse	177584879	66000000	[{"id": 18, "name": "Drama"}, {"id": 10752, "name": "War"}]	2011-12-25	146	7	992
The Monuments Men	154984035	70000000	[{"id": 10752, "name": "War"}, {"id": 18, "name": "Drama"}, {"id": 36, "name": "History"}, {"id": 28, "name": "Action"}]	2014-01-24	118	5.8	1523
The Abyss	90000098	70000000	[{"id": 12, "name": "Adventure"}, {"id": 28, "name": "Action"}, {"id": 53, "name": "Thriller"}, {"id": 878, "name": "Science Fiction"}]	1989-08-09	139	7.1	808
Wall Street: Money Never Sleeps	134748021	70000000	[{"id": 18, "name": "Drama"}, {"id": 80, "name": "Crime"}]	2010-09-02	133	5.8	493
Dracula Untold	215529201	70000000	[{"id": 27, "name": "Horror"}, {"id": 28, "name": "Action"}, {"id": 18, "name": "Drama"}, {"id": 14, "name": "Fantasy"}, {"id": 10752, "name": "War"}]	2014-10-01	92	6.2	2389
The Siege	116672912	70000000	[{"id": 18, "name": "Drama"}, {"id": 28, "name": "Action"}, {"id": 53, "name": "Thriller"}, {"id": 80, "name": "Crime"}]	1998-11-06	116	6	352
Stardust	135560026	70000000	[{"id": 12, "name": "Adventure"}, {"id": 14, "name": "Fantasy"}, {"id": 10749, "name": "Romance"}, {"id": 10751, "name": "Family"}]	2007-08-09	127	7.1	1184
Seven Years in Tibet	131457682	70000000	[{"id": 12, "name": "Adventure"}, {"id": 18, "name": "Drama"}, {"id": 36, "name": "History"}]	1997-09-12	136	7	630
The Dilemma	67112664	70000000	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}]	2011-01-13	111	5.2	304
Bad Company	65977295	70000000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 35, "name": "Comedy"}, {"id": 53, "name": "Thriller"}]	2002-06-07	116	5.4	228
Doom	55987321	60000000	[{"id": 12, "name": "Adventure"}, {"id": 28, "name": "Action"}, {"id": 27, "name": "Horror"}]	2005-10-20	105	5	609
I Spy	33561137	70000000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 35, "name": "Comedy"}, {"id": 53, "name": "Thriller"}]	2002-10-31	97	5.2	269
Underworld: Awakening	160112671	70000000	[{"id": 14, "name": "Fantasy"}, {"id": 28, "name": "Action"}, {"id": 27, "name": "Horror"}]	2012-01-19	88	6.1	1862
Rock of Ages	59418613	75000000	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}, {"id": 10402, "name": "Music"}, {"id": 10749, "name": "Romance"}]	2012-06-13	123	6	385
Hart's War	32287044	70000000	[{"id": 18, "name": "Drama"}, {"id": 10752, "name": "War"}]	2002-02-15	125	5.9	241
Killer Elite	57777106	66000000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 53, "name": "Thriller"}]	2011-09-23	116	6.1	695
Rollerball	0	0	[{"id": 28, "name": "Action"}, {"id": 878, "name": "Science Fiction"}, {"id": 53, "name": "Thriller"}]	2002-02-08	98	3.4	106
Ballistic: Ecks vs. Sever	19924033	70000000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 53, "name": "Thriller"}]	2002-09-20	91	4.3	97
Hard Rain	19870567	70000000	[{"id": 53, "name": "Thriller"}]	1998-01-16	97	5.5	179
Osmosis Jones	13596911	75000000	[{"id": 12, "name": "Adventure"}, {"id": 16, "name": "Animation"}, {"id": 28, "name": "Action"}, {"id": 35, "name": "Comedy"}, {"id": 10751, "name": "Family"}]	2001-08-07	95	5.9	228
Legends of Oz: Dorothy's Return	18662027	70000000	[{"id": 16, "name": "Animation"}, {"id": 10402, "name": "Music"}, {"id": 10751, "name": "Family"}]	2013-06-13	88	5.9	43
Blackhat	17752940	70000000	[{"id": 80, "name": "Crime"}, {"id": 18, "name": "Drama"}, {"id": 9648, "name": "Mystery"}]	2015-01-13	133	5.1	826
Sky Captain and the World of Tomorrow	57958696	70000000	[{"id": 9648, "name": "Mystery"}, {"id": 28, "name": "Action"}, {"id": 53, "name": "Thriller"}, {"id": 878, "name": "Science Fiction"}, {"id": 12, "name": "Adventure"}]	2004-09-17	107	5.7	439
Basic Instinct 2	38629478	70000000	[{"id": 80, "name": "Crime"}, {"id": 9648, "name": "Mystery"}, {"id": 53, "name": "Thriller"}]	2006-03-29	114	4.6	180
Escape Plan	122915111	50000000	[{"id": 28, "name": "Action"}, {"id": 53, "name": "Thriller"}]	2013-10-09	115	6.7	1659
The Legend of Hercules	61279452	70000000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}]	2014-01-10	99	4.4	533
The Sum of All Fears	193000000	68000000	[{"id": 53, "name": "Thriller"}, {"id": 28, "name": "Action"}, {"id": 18, "name": "Drama"}]	2002-05-31	124	5.9	437
The Twilight Saga: Eclipse	698491347	68000000	[{"id": 12, "name": "Adventure"}, {"id": 14, "name": "Fantasy"}, {"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}]	2010-06-23	124	5.8	2301
The Score	71069884	68000000	[{"id": 28, "name": "Action"}, {"id": 80, "name": "Crime"}, {"id": 53, "name": "Thriller"}]	2001-07-13	124	6.7	423
Despicable Me	543513985	69000000	[{"id": 16, "name": "Animation"}, {"id": 10751, "name": "Family"}]	2010-07-08	95	7.1	6478
Money Train	35431113	60000000	[{"id": 28, "name": "Action"}, {"id": 35, "name": "Comedy"}, {"id": 80, "name": "Crime"}]	1995-11-21	103	5.4	222
Ted 2	217022588	68000000	[{"id": 35, "name": "Comedy"}]	2015-06-25	115	6.2	2463
Agora	39041505	70000000	[{"id": 12, "name": "Adventure"}, {"id": 18, "name": "Drama"}, {"id": 36, "name": "History"}]	2009-05-17	127	6.9	395
Mystery Men	29762011	68000000	[{"id": 12, "name": "Adventure"}, {"id": 14, "name": "Fantasy"}, {"id": 28, "name": "Action"}, {"id": 35, "name": "Comedy"}, {"id": 878, "name": "Science Fiction"}]	1999-08-06	121	5.7	250
Hall Pass	83160734	36000000	[{"id": 35, "name": "Comedy"}]	2011-02-25	105	5.4	611
The Insider	60289912	90000000	[{"id": 18, "name": "Drama"}, {"id": 53, "name": "Thriller"}]	1999-10-28	157	7.3	481
The Finest Hours	52099090	80000000	[{"id": 28, "name": "Action"}, {"id": 18, "name": "Drama"}, {"id": 36, "name": "History"}, {"id": 53, "name": "Thriller"}]	2016-01-25	114	6.3	588
Body of Lies	113280098	70000000	[{"id": 28, "name": "Action"}, {"id": 18, "name": "Drama"}, {"id": 53, "name": "Thriller"}]	2008-10-10	128	6.5	895
Dinner for Schmucks	86387857	69000000	[{"id": 35, "name": "Comedy"}]	2010-07-30	114	5.5	531
Abraham Lincoln: Vampire Hunter	112265139	69000000	[{"id": 28, "name": "Action"}, {"id": 14, "name": "Fantasy"}, {"id": 27, "name": "Horror"}]	2012-06-20	94	5.5	1269
Entrapment	212404396	66000000	[{"id": 10749, "name": "Romance"}, {"id": 18, "name": "Drama"}, {"id": 9648, "name": "Mystery"}]	1999-04-29	112	6	602
The X Files	189198313	66000000	[{"id": 9648, "name": "Mystery"}, {"id": 878, "name": "Science Fiction"}, {"id": 53, "name": "Thriller"}]	1998-06-19	121	6.6	488
The Last Legion	25303038	67000000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 14, "name": "Fantasy"}, {"id": 10752, "name": "War"}]	2007-04-19	102	5	207
Saving Private Ryan	481840909	70000000	[{"id": 18, "name": "Drama"}, {"id": 36, "name": "History"}, {"id": 10752, "name": "War"}]	1998-07-24	169	7.9	5048
Need for Speed	203277636	66000000	[{"id": 28, "name": "Action"}, {"id": 80, "name": "Crime"}, {"id": 18, "name": "Drama"}, {"id": 53, "name": "Thriller"}]	2014-03-13	130	6.1	1520
What Women Want	374111707	70000000	[{"id": 35, "name": "Comedy"}, {"id": 10749, "name": "Romance"}]	2000-12-15	127	6.1	992
Ice Age	383257136	59000000	[{"id": 16, "name": "Animation"}, {"id": 35, "name": "Comedy"}, {"id": 10751, "name": "Family"}, {"id": 12, "name": "Adventure"}]	2002-03-10	81	7.1	3857
Dreamcatcher	75715436	68000000	[{"id": 18, "name": "Drama"}, {"id": 27, "name": "Horror"}, {"id": 878, "name": "Science Fiction"}, {"id": 53, "name": "Thriller"}]	2003-03-21	136	5.3	567
Lincoln	275293450	65000000	[{"id": 36, "name": "History"}, {"id": 18, "name": "Drama"}]	2012-11-09	149	6.7	1429
The Matrix	463517383	63000000	[{"id": 28, "name": "Action"}, {"id": 878, "name": "Science Fiction"}]	1999-03-30	136	7.9	8907
Apollo 13	355237933	52000000	[{"id": 18, "name": "Drama"}]	1995-06-30	140	7.3	1599
The Santa Clause 2	172855065	65000000	[{"id": 14, "name": "Fantasy"}, {"id": 35, "name": "Comedy"}, {"id": 10751, "name": "Family"}]	2002-10-31	104	5.5	297
Les Misérables	441809770	61000000	[{"id": 18, "name": "Drama"}, {"id": 10402, "name": "Music"}, {"id": 10749, "name": "Romance"}]	2012-12-18	157	7.1	1884
You've Got Mail	250821495	65000000	[{"id": 35, "name": "Comedy"}, {"id": 10749, "name": "Romance"}]	1998-12-17	119	6.3	838
Step Brothers	128107642	65000000	[{"id": 35, "name": "Comedy"}]	2008-07-25	98	6.5	1062
The Mask of Zorro	250288523	95000000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}]	1998-07-16	136	6.3	1183
Due Date	211780824	65000000	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}]	2010-11-04	95	6.2	1685
Unbroken	163442937	65000000	[{"id": 18, "name": "Drama"}, {"id": 10752, "name": "War"}]	2014-12-25	137	7.3	1400
Space Cowboys	128884132	65000000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 53, "name": "Thriller"}]	2000-07-31	130	6.3	403
Cliffhanger	255000211	70000000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 53, "name": "Thriller"}]	1993-05-28	112	6.1	588
Broken Arrow	150270147	50000000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 18, "name": "Drama"}, {"id": 53, "name": "Thriller"}]	1996-02-09	108	5.7	453
The Kid	69700000	65000000	[{"id": 14, "name": "Fantasy"}, {"id": 35, "name": "Comedy"}, {"id": 10751, "name": "Family"}]	2000-07-07	104	6	238
World Trade Center	162945894	63000000	[{"id": 18, "name": "Drama"}, {"id": 36, "name": "History"}, {"id": 53, "name": "Thriller"}]	2006-08-09	128	5.9	447
Mona Lisa Smile	0	65000000	[{"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}]	2003-12-19	117	6.5	393
The Dictator	179379533	65000000	[{"id": 35, "name": "Comedy"}]	2012-05-15	83	5.9	1743
Eyes Wide Shut	162091208	65000000	[{"id": 9648, "name": "Mystery"}, {"id": 18, "name": "Drama"}]	1999-07-14	159	7.1	1234
Annie	133821816	65000000	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}, {"id": 10751, "name": "Family"}]	2014-12-19	119	6	466
Focus	153962963	50100000	[{"id": 10749, "name": "Romance"}, {"id": 35, "name": "Comedy"}, {"id": 80, "name": "Crime"}, {"id": 18, "name": "Drama"}]	2015-02-25	105	6.7	2542
This Means War	156974557	65000000	[{"id": 28, "name": "Action"}, {"id": 35, "name": "Comedy"}, {"id": 10749, "name": "Romance"}]	2012-02-14	103	5.9	1389
Blade: Trinity	128905366	65000000	[{"id": 878, "name": "Science Fiction"}, {"id": 28, "name": "Action"}, {"id": 27, "name": "Horror"}, {"id": 53, "name": "Thriller"}, {"id": 12, "name": "Adventure"}, {"id": 14, "name": "Fantasy"}]	2004-12-08	123	5.7	1252
Red Dawn	38376497	4200000	[{"id": 28, "name": "Action"}, {"id": 53, "name": "Thriller"}]	1984-08-10	114	6.4	215
Primary Colors	0	65000000	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}]	1998-03-20	143	6.1	94
Resident Evil: Retribution	240159255	65000000	[{"id": 28, "name": "Action"}, {"id": 27, "name": "Horror"}, {"id": 878, "name": "Science Fiction"}]	2012-09-12	95	5.6	1600
Death Race	73762516	45000000	[{"id": 28, "name": "Action"}, {"id": 53, "name": "Thriller"}, {"id": 878, "name": "Science Fiction"}]	2008-08-22	105	6	1175
The Long Kiss Goodnight	89456761	65000000	[{"id": 80, "name": "Crime"}, {"id": 28, "name": "Action"}, {"id": 9648, "name": "Mystery"}, {"id": 53, "name": "Thriller"}]	1996-10-11	120	6.5	314
Proof of Life	0	65000000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}, {"id": 53, "name": "Thriller"}]	2000-12-08	135	6	208
Zathura: A Space Adventure	64321501	65000000	[{"id": 10751, "name": "Family"}, {"id": 14, "name": "Fantasy"}, {"id": 878, "name": "Science Fiction"}, {"id": 12, "name": "Adventure"}]	2005-11-06	101	6.1	779
Fight Club	100853753	63000000	[{"id": 18, "name": "Drama"}]	1999-10-15	139	8.3	9413
We Are Marshall	43545364	65000000	[{"id": 18, "name": "Drama"}]	2006-12-12	124	6.7	186
Hudson Hawk	17218080	65000000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 35, "name": "Comedy"}]	1991-05-23	100	5.4	269
Lucky Numbers	0	65000000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 35, "name": "Comedy"}, {"id": 80, "name": "Crime"}, {"id": 10749, "name": "Romance"}, {"id": 53, "name": "Thriller"}]	2000-10-27	105	4.9	52
I, Frankenstein	71154592	65000000	[{"id": 27, "name": "Horror"}, {"id": 53, "name": "Thriller"}]	2014-01-22	92	5	687
Oliver Twist	42093706	50000000	[{"id": 80, "name": "Crime"}, {"id": 18, "name": "Drama"}, {"id": 10751, "name": "Family"}]	2005-09-23	130	6.7	274
Elektra	56681566	43000000	[{"id": 28, "name": "Action"}, {"id": 14, "name": "Fantasy"}]	2005-01-13	97	4.8	575
Sin City: A Dame to Kill For	39407616	65000000	[{"id": 80, "name": "Crime"}, {"id": 53, "name": "Thriller"}]	2014-08-20	102	6.3	1286
Random Hearts	74608570	64000000	[{"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}]	1999-10-08	133	5.3	63
Everest	203427584	55000000	[{"id": 12, "name": "Adventure"}, {"id": 18, "name": "Drama"}]	2015-09-10	121	6.7	1772
Perfume: The Story of a Murderer	132180323	50000000	[{"id": 80, "name": "Crime"}, {"id": 14, "name": "Fantasy"}, {"id": 18, "name": "Drama"}]	2006-09-13	147	7.1	1165
Austin Powers in Goldmember	296655431	63000000	[{"id": 35, "name": "Comedy"}, {"id": 80, "name": "Crime"}, {"id": 878, "name": "Science Fiction"}]	2002-07-26	94	5.9	979
Astro Boy	44091067	65000000	[{"id": 16, "name": "Animation"}, {"id": 28, "name": "Action"}, {"id": 10751, "name": "Family"}, {"id": 878, "name": "Science Fiction"}]	2009-10-15	94	6.1	409
Jurassic Park	920100000	63000000	[{"id": 12, "name": "Adventure"}, {"id": 878, "name": "Science Fiction"}]	1993-06-11	127	7.6	4856
Wyatt Earp	25052000	63000000	[{"id": 18, "name": "Drama"}, {"id": 28, "name": "Action"}, {"id": 37, "name": "Western"}]	1994-06-24	191	6.5	202
Clear and Present Danger	215887717	62000000	[{"id": 28, "name": "Action"}, {"id": 18, "name": "Drama"}, {"id": 53, "name": "Thriller"}]	1994-08-03	141	6.4	386
Dragon Blade	121545703	65000000	[{"id": 28, "name": "Action"}, {"id": 18, "name": "Drama"}, {"id": 12, "name": "Adventure"}]	2015-02-19	127	5.9	145
Little Man	101595121	64000000	[{"id": 35, "name": "Comedy"}, {"id": 80, "name": "Crime"}]	2006-08-31	98	5.3	261
U-571	127666415	62000000	[{"id": 28, "name": "Action"}, {"id": 18, "name": "Drama"}, {"id": 53, "name": "Thriller"}, {"id": 10752, "name": "War"}]	2000-04-20	116	6.1	340
The American President	107879496	62000000	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}, {"id": 10749, "name": "Romance"}]	1995-11-17	106	6.5	195
The Love Guru	41819064	62000000	[{"id": 35, "name": "Comedy"}, {"id": 10749, "name": "Romance"}]	2008-06-20	87	4.3	242
3000 Miles to Graceland	18720175	62000000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 35, "name": "Comedy"}, {"id": 53, "name": "Thriller"}, {"id": 80, "name": "Crime"}]	2001-02-23	125	5.8	178
The Hateful Eight	155760117	44000000	[{"id": 80, "name": "Crime"}, {"id": 18, "name": "Drama"}, {"id": 9648, "name": "Mystery"}, {"id": 37, "name": "Western"}]	2015-12-25	167	7.6	4274
Blades of Glory	0	53000000	[{"id": 28, "name": "Action"}, {"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}]	2007-03-30	93	5.9	569
Hop	183953723	63000000	[{"id": 16, "name": "Animation"}, {"id": 35, "name": "Comedy"}, {"id": 10751, "name": "Family"}]	2011-03-30	95	5.5	331
300	422610419	65000000	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 10752, "name": "War"}]	2006-12-09	117	7	4997
Meet the Fockers	516642939	80000000	[{"id": 35, "name": "Comedy"}, {"id": 10749, "name": "Romance"}]	2004-12-22	115	6.1	1373
Marley & Me	244082376	60000000	[{"id": 35, "name": "Comedy"}, {"id": 10751, "name": "Family"}]	2008-12-25	115	6.9	1343
The Green Mile	284600000	60000000	[{"id": 14, "name": "Fantasy"}, {"id": 18, "name": "Drama"}, {"id": 80, "name": "Crime"}]	1999-12-10	189	8.2	4048
Wild Hogs	253625427	0	[{"id": 28, "name": "Action"}, {"id": 12, "name": "Adventure"}, {"id": 35, "name": "Comedy"}]	2007-03-02	100	5.6	648
Chicken Little	314432665	150000000	[{"id": 16, "name": "Animation"}, {"id": 10751, "name": "Family"}, {"id": 35, "name": "Comedy"}]	2005-11-04	81	5.6	944
Gone Girl	369330363	61000000	[{"id": 9648, "name": "Mystery"}, {"id": 53, "name": "Thriller"}, {"id": 18, "name": "Drama"}]	2014-10-01	145	7.9	5862
The Bourne Identity	214034224	60000000	[{"id": 28, "name": "Action"}, {"id": 18, "name": "Drama"}, {"id": 9648, "name": "Mystery"}, {"id": 53, "name": "Thriller"}]	2002-06-14	119	7.3	3583
GoldenEye	352194034	58000000	[{"id": 12, "name": "Adventure"}, {"id": 28, "name": "Action"}, {"id": 53, "name": "Thriller"}]	1995-11-16	130	6.6	1174
The General's Daughter	149705852	60000000	[{"id": 80, "name": "Crime"}, {"id": 18, "name": "Drama"}, {"id": 9648, "name": "Mystery"}, {"id": 53, "name": "Thriller"}]	1999-06-18	116	6.1	205
The Truman Show	264118201	60000000	[{"id": 35, "name": "Comedy"}, {"id": 18, "name": "Drama"}]	1998-06-04	103	7.8	4537
The Prince of Egypt	218613188	70000000	[{"id": 12, "name": "Adventure"}, {"id": 16, "name": "Animation"}, {"id": 18, "name": "Drama"}, {"id": 10751, "name": "Family"}, {"id": 10402, "name": "Music"}]	1998-12-15	99	6.8	817
Daddy Day Care	164433867	60000000	[{"id": 35, "name": "Comedy"}, {"id": 10751, "name": "Family"}]	2003-05-03	92	5.6	506
2 Guns	131940411	61000000	[{"id": 28, "name": "Action"}, {"id": 35, "name": "Comedy"}, {"id": 80, "name": "Crime"}]	2013-08-02	109	6.6	1589
Cats & Dogs	93375151	60000000	[{"id": 35, "name": "Comedy"}, {"id": 10751, "name": "Family"}]	2001-07-04	87	5	352
The Italian Job	176070171	60000000	[{"id": 28, "name": "Action"}, {"id": 80, "name": "Crime"}]	2003-05-30	110	6.6	1919
Two Weeks Notice	93354918	60000000	[{"id": 10749, "name": "Romance"}, {"id": 35, "name": "Comedy"}]	2002-12-19	101	5.9	487
Antz	171757863	60000000	[{"id": 12, "name": "Adventure"}, {"id": 16, "name": "Animation"}, {"id": 35, "name": "Comedy"}, {"id": 10751, "name": "Family"}]	1998-10-02	83	6	1272
Couples Retreat	171844840	70000000	[{"id": 35, "name": "Comedy"}, {"id": 10749, "name": "Romance"}]	2009-09-19	113	5.3	588
